label,scale,method,ene,delta,reldelta
AcOH ... Uracil,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-18.775895775445694,-0.3658957754456935,-0.019874838427251143
AcOH ... Uracil,1.1,PBE+MBD(scs),-19.110615108751663,-0.7006151087516628,-0.038056225353159306
AcOH ... Uracil,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-19.595389388310167,-1.185389388310167,-0.06438834265671738
AcOH ... Uracil,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-19.137028180644922,-0.7270281806449219,-0.039490938655346114
AcOH ... Uracil,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-18.954923226740956,-0.5449232267409556,-0.029599306178215948
AcOH ... Uracil,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-19.112431644266355,-0.7024316442663547,-0.038154896483778095
AcOH ... Uracil,1.1,PBE,-17.34152468058632,1.068475319413679,0.058037768572171584
AcOH ... Uracil,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-15.43626522581375,-0.2962652258137499,-0.01956837687012879
AcOH ... Uracil,1.25,PBE+MBD(scs),-15.598274609830082,-0.45827460983008095,-0.030269128786663206
AcOH ... Uracil,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-16.007102264407347,-0.8671022644073467,-0.05727227638093439
AcOH ... Uracil,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-15.62496859958098,-0.48496859958097893,-0.032032272099139954
AcOH ... Uracil,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-15.488718971404898,-0.3487189714048977,-0.023032957160164975
AcOH ... Uracil,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-15.600612007098213,-0.46061200709821293,-0.03042351433937998
AcOH ... Uracil,1.25,PBE,-14.12014597606332,1.0198540239366807,0.06736156036569885
AcOH ... Uracil,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-10.128522176427333,-0.268522176427334,-0.027233486453076473
AcOH ... Uracil,1.5,PBE+MBD(scs),-10.171634603878816,-0.3116346038788169,-0.031605943598257295
AcOH ... Uracil,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-10.440441218100846,-0.5804412181008463,-0.05886827769785459
AcOH ... Uracil,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-10.183550355255141,-0.32355035525514175,-0.032814437652651296
AcOH ... Uracil,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-10.10367514631017,-0.24367514631017073,-0.024713503682573097
AcOH ... Uracil,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-10.161766400508057,-0.3017664005080576,-0.030605111613393268
AcOH ... Uracil,1.5,PBE,-9.141589219322153,0.7184107806778464,0.07286113394298645
AcOH ... Uracil,2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.291892336815922,-0.14189233681592128,-0.03419092453395693
AcOH ... Uracil,2.0,PBE+MBD(scs),-4.262492432215473,-0.11249243221547278,-0.027106610172403078
AcOH ... Uracil,2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-4.341136587837923,-0.19113658783792253,-0.04605700911757169
AcOH ... Uracil,2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.256948844125765,-0.10694884412576489,-0.02577080581343732
AcOH ... Uracil,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.226130554721148,-0.07613055472114727,-0.01834471198099934
AcOH ... Uracil,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.244854969778824,-0.09485496977882324,-0.022856619223812828
AcOH ... Uracil,2.0,PBE,-3.849231180282798,0.30076881971720226,0.07247441438968728
Benzene ... AcNH2 (NH-pi),0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.5738734955388107,0.2161265044611893,0.05702546291851961
Benzene ... AcNH2 (NH-pi),0.9,PBE+MBD(scs),-3.855154353751649,-0.06515435375164902,-0.01719112236191267
Benzene ... AcNH2 (NH-pi),0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-4.417285201871564,-0.6272852018715636,-0.16551060735397455
Benzene ... AcNH2 (NH-pi),0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.7890616311900063,0.0009383688099937615,0.0002475907150379318
Benzene ... AcNH2 (NH-pi),0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.587865102792953,0.20213489720704692,0.05333374596492003
Benzene ... AcNH2 (NH-pi),0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.699284360159459,0.09071563984054087,0.023935525023889414
Benzene ... AcNH2 (NH-pi),0.9,PBE,-1.3796427978859636,2.4103572021140365,0.6359781535920941
Benzene ... AcNH2 (NH-pi),0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.259633155900084,0.010366844099915618,0.0024278323419006133
Benzene ... AcNH2 (NH-pi),0.95,PBE+MBD(scs),-4.340987717938229,-0.07098771793822944,-0.01662475829935116
Benzene ... AcNH2 (NH-pi),0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-4.869486112215123,-0.5994861122151232,-0.14039487405506398
Benzene ... AcNH2 (NH-pi),0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.295802899724546,-0.02580289972454608,-0.006042833659144282
Benzene ... AcNH2 (NH-pi),0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.137846587671544,0.13215341232845557,0.03094927689190997
Benzene ... AcNH2 (NH-pi),0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.210207775548938,0.05979222445106114,0.01400286286910097
Benzene ... AcNH2 (NH-pi),0.95,PBE,-2.08549571339168,2.1845042866083197,0.5115935097443373
Benzene ... AcNH2 (NH-pi),1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.504688634526413,-0.14468863452641312,-0.033185466634498416
Benzene ... AcNH2 (NH-pi),1.0,PBE+MBD(scs),-4.451400767632364,-0.09140076763236404,-0.020963478814762394
Benzene ... AcNH2 (NH-pi),1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-4.939409650710815,-0.5794096507108151,-0.132892121722664
Benzene ... AcNH2 (NH-pi),1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.421900816416098,-0.061900816416097904,-0.01419743495782062
Benzene ... AcNH2 (NH-pi),1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.29529084054981,0.06470915945019051,0.014841550332612502
Benzene ... AcNH2 (NH-pi),1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.339084342655726,0.020915657344274585,0.004797169115659308
Benzene ... AcNH2 (NH-pi),1.0,PBE,-2.416297762025029,1.9437022379749713,0.44580326559058975
Benzene ... AcNH2 (NH-pi),1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.465083221695494,-0.23508322169549345,-0.05557522971524667
Benzene ... AcNH2 (NH-pi),1.05,PBE+MBD(scs),-4.334636771546934,-0.10463677154693318,-0.024736825424806895
Benzene ... AcNH2 (NH-pi),1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-4.778074150206773,-0.548074150206773,-0.12956835702287775
Benzene ... AcNH2 (NH-pi),1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.316654926850208,-0.08665492685020748,-0.020485798309741718
Benzene ... AcNH2 (NH-pi),1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.2168588384206664,0.013141161579333982,0.0031066575837668986
Benzene ... AcNH2 (NH-pi),1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.242690877574851,-0.012690877574850212,-0.003000207464503596
Benzene ... AcNH2 (NH-pi),1.05,PBE,-2.5154192657845713,1.7145807342154291,0.4053382350391085
Benzene ... AcNH2 (NH-pi),1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.259047890956419,-0.2890478909564185,-0.07280803298650339
Benzene ... AcNH2 (NH-pi),1.1,PBE+MBD(scs),-4.088357529745978,-0.1183575297459778,-0.029812979784881056
Benzene ... AcNH2 (NH-pi),1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-4.485581663990461,-0.5155816639904605,-0.12986943677341573
Benzene ... AcNH2 (NH-pi),1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.078434827517242,-0.10843482751724176,-0.027313558568574748
Benzene ... AcNH2 (NH-pi),1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.993125240691817,-0.023125240691816984,-0.0058249976553695175
Benzene ... AcNH2 (NH-pi),1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.007354108067503,-0.03735410806750261,-0.00940909523110897
Benzene ... AcNH2 (NH-pi),1.1,PBE,-2.475374322624693,1.494625677375307,0.37648001949000176
Benzene ... AcNH2 (NH-pi),1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.290717907971444,-0.32071790797144395,-0.10798582759981278
Benzene ... AcNH2 (NH-pi),1.25,PBE+MBD(scs),-3.09631667598129,-0.1263166759812897,-0.042530867333767576
Benzene ... AcNH2 (NH-pi),1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-3.3649945285438996,-0.3949945285438994,-0.13299479075552167
Benzene ... AcNH2 (NH-pi),1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.098542284421741,-0.12854228442174076,-0.04328023044503056
Benzene ... AcNH2 (NH-pi),1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.03483666550034,-0.06483666550033984,-0.02183052710449153
Benzene ... AcNH2 (NH-pi),1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.0474581621460515,-0.07745816214605128,-0.02608018927476474
Benzene ... AcNH2 (NH-pi),1.25,PBE,-2.012824023311598,0.957175976688402,0.32228147363245857
Benzene ... AcNH2 (NH-pi),1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.7850118704802995,-0.1350118704802996,-0.08182537604866644
Benzene ... AcNH2 (NH-pi),1.5,PBE+MBD(scs),-1.7169753538892667,-0.06697535388926679,-0.0405911235692526
Benzene ... AcNH2 (NH-pi),1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-1.843213203820475,-0.19321320382047502,-0.11709891140634851
Benzene ... AcNH2 (NH-pi),1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.720933104432277,-0.07093310443227718,-0.04298976026198617
Benzene ... AcNH2 (NH-pi),1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.6745447060280312,-0.02454470602803127,-0.014875579410928043
Benzene ... AcNH2 (NH-pi),1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.6936224061471852,-0.043622406147185266,-0.02643782190738501
Benzene ... AcNH2 (NH-pi),1.5,PBE,-1.1806538237452837,0.4693461762547162,0.28445222803316134
Benzene ... AcNH2 (NH-pi),2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.49832389649394215,-0.01832389649394217,-0.038174784362379525
Benzene ... AcNH2 (NH-pi),2.0,PBE+MBD(scs),-0.48646151350143524,-0.0064615135014352565,-0.013461486461323452
Benzene ... AcNH2 (NH-pi),2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.5102518656383533,-0.03025186563835336,-0.06302472007990284
Benzene ... AcNH2 (NH-pi),2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.484031354640217,-0.004031354640217033,-0.008398655500452153
Benzene ... AcNH2 (NH-pi),2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.469467997910257,0.010532002089742976,0.021941671020297867
Benzene ... AcNH2 (NH-pi),2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.47453242843765875,0.0054675715623412335,0.011390774088210903
Benzene ... AcNH2 (NH-pi),2.0,PBE,-0.34613013478985866,0.13386986521014133,0.2788955525211278
Benzene ... AcOH,0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.9086841633378382,0.8213158366621618,0.30084829181764167
Benzene ... AcOH,0.9,PBE+MBD(scs),-2.072748543629372,0.657251456370628,0.24075144922001024
Benzene ... AcOH,0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-2.886968918154429,-0.15696891815442893,-0.05749777221773954
Benzene ... AcOH,0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.9861804193582697,0.7438195806417303,0.2724613848504506
Benzene ... AcOH,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.7342972497617302,0.9957027502382698,0.3647262821385604
Benzene ... AcOH,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.7791134554187191,0.9508865445812809,0.34831008959021276
Benzene ... AcOH,0.9,PBE,1.7657759403378805,4.4957759403378805,1.6468043737501394
Benzene ... AcOH,0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.3342565976901524,0.2657434023098477,0.07381761175273548
Benzene ... AcOH,0.95,PBE+MBD(scs),-3.160292820501653,0.43970717949834714,0.12214088319398532
Benzene ... AcOH,0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-3.901176123092931,-0.30117612309293085,-0.08366003419248079
Benzene ... AcOH,0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.1072744112162747,0.4927255887837254,0.1368682191065904
Benzene ... AcOH,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.9403579407603613,0.6596420592396388,0.1832339053443441
Benzene ... AcOH,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.9210508592218765,0.6789491407781236,0.1885969835494788
Benzene ... AcOH,0.95,PBE,0.21710743566519053,3.8171074356651906,1.0603076210181084
Benzene ... AcOH,1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.9401506254357743,-0.1401506254357745,-0.036881743535730135
Benzene ... AcOH,1.0,PBE+MBD(scs),-3.5383178239482223,0.26168217605177757,0.06886373053994146
Benzene ... AcOH,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-4.19165447789107,-0.3916544778910698,-0.103066967866071
Benzene ... AcOH,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.5034058922690554,0.2965941077309444,0.07805108098182748
Benzene ... AcOH,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.389996539693113,0.41000346030688695,0.10789564744918079
Benzene ... AcOH,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.342776496171914,0.45722350382808585,0.12032197469160155
Benzene ... AcOH,1.0,PBE,-0.6053772311475196,3.19462276885248,0.8406902023296001
Benzene ... AcOH,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.045680291529623,-0.3956802915296227,-0.1084055593231843
Benzene ... AcOH,1.05,PBE+MBD(scs),-3.5232936916469813,0.12670630835301866,0.034714057083018814
Benzene ... AcOH,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-4.08545776557363,-0.43545776557363025,-0.11930349741743294
Benzene ... AcOH,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.4972152104682133,0.15278478953178665,0.041858846447064835
Benzene ... AcOH,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.40979303485616,0.2402069651438401,0.06581012743666852
Benzene ... AcOH,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.3592527269910653,0.29074727300893466,0.07965678712573553
Benzene ... AcOH,1.05,PBE,-1.0050990053785476,2.6449009946214526,0.7246304094853295
Benzene ... AcOH,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.8411926933984595,-0.5011926933984596,-0.15005769263426935
Benzene ... AcOH,1.1,PBE+MBD(scs),-3.304448150204814,0.035551849795185664,0.010644266405744212
Benzene ... AcOH,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-3.779818136447757,-0.43981813644775736,-0.13168207678076568
Benzene ... AcOH,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.2824493184512558,0.0575506815487441,0.0172307429786659
Benzene ... AcOH,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.205749376462485,0.1342506235375147,0.04019479746632177
Benzene ... AcOH,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.1651799915960472,0.17482000840395262,0.052341319881422946
Benzene ... AcOH,1.1,PBE,-1.1609298181249288,2.179070181875071,0.6524162221182848
Benzene ... AcOH,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.6170190685666057,-0.3770190685666055,-0.1683120841815203
Benzene ... AcOH,1.25,PBE+MBD(scs),-2.325066377164607,-0.08506637716460697,-0.03797606123419953
Benzene ... AcOH,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-2.59554378645951,-0.3555437864595099,-0.15872490466942404
Benzene ... AcOH,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.3059423130876615,-0.0659423130876613,-0.02943853262842022
Benzene ... AcOH,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.2389525913752917,0.0010474086247085346,0.00046759313603059573
Benzene ... AcOH,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.2364510488715243,0.0035489511284758635,0.001584353182355296
Benzene ... AcOH,1.25,PBE,-1.038836230530859,1.2011637694691413,0.5362338256558666
Benzene ... AcOH,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.1730588646073155,-0.15305886460731544,-0.15005771039932886
Benzene ... AcOH,1.5,PBE+MBD(scs),-1.0852169809062835,-0.06521698090628347,-0.06393821657478772
Benzene ... AcOH,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-1.1799053644434734,-0.15990536444347336,-0.15676996514066016
Benzene ... AcOH,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.067713666168492,-0.04771366616849204,-0.0467781040867569
Benzene ... AcOH,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.0323523693958645,-0.012352369395864482,-0.012110166074376942
Benzene ... AcOH,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.0415610353244225,-0.02156103532442244,-0.02113826992590435
Benzene ... AcOH,1.5,PBE,-0.542537467131885,0.477462532868115,0.4681005224197206
Benzene ... AcOH,2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.2801455520296911,-0.020145552029691094,-0.07748289242188883
Benzene ... AcOH,2.0,PBE+MBD(scs),-0.26188305235261106,-0.0018830523526110476,-0.007242509048504029
Benzene ... AcOH,2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.2737162269551361,-0.01371622695513608,-0.05275471905821569
Benzene ... AcOH,2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.2518774844434119,0.008122515556588106,0.03124044444841579
Benzene ... AcOH,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.24661432162785435,0.01338567837214566,0.05148337835440638
Benzene ... AcOH,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.2472373961334154,0.012762603866584621,0.04908693794840239
Benzene ... AcOH,2.0,PBE,-0.1380923527755947,0.12190764722440531,0.4688755662477127
Benzene ... AcOH (OH-pi),0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.554098144700365,0.4159018552996354,0.10476117261955552
Benzene ... AcOH (OH-pi),0.9,PBE+MBD(scs),-3.8185054830482295,0.15149451695177074,0.0381598279475493
Benzene ... AcOH (OH-pi),0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-4.509859484020975,-0.5398594840209747,-0.13598475668034626
Benzene ... AcOH (OH-pi),0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.855815665860986,0.11418433413901408,0.028761797012346112
Benzene ... AcOH (OH-pi),0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.6291359913258274,0.34086400867417277,0.08585995180709641
Benzene ... AcOH (OH-pi),0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.7589213991115615,0.21107860088843866,0.05316841332202485
Benzene ... AcOH (OH-pi),0.9,PBE,-1.1200498201072002,2.8499501798928,0.7178715818369773
Benzene ... AcOH (OH-pi),0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.386609608956329,0.19339039104367117,0.04222497621040855
Benzene ... AcOH (OH-pi),0.95,PBE+MBD(scs),-4.500642062592884,0.07935793740711627,0.017327060569239362
Benzene ... AcOH (OH-pi),0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-5.137162136693217,-0.5571621366932167,-0.12165112154873726
Benzene ... AcOH (OH-pi),0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.5420855255654695,0.037914474434530554,0.008278269527190078
Benzene ... AcOH (OH-pi),0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.357102516695425,0.2228974833045747,0.048667572773924604
Benzene ... AcOH (OH-pi),0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.450261748006634,0.1297382519933663,0.028327129256193517
Benzene ... AcOH (OH-pi),0.95,PBE,-2.0470968772128395,2.5329031227871606,0.5530356163290744
Benzene ... AcOH (OH-pi),1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.656943320915318,0.043056679084681804,0.009160995549932298
Benzene ... AcOH (OH-pi),1.0,PBE+MBD(scs),-4.6897257154532035,0.010274284546796686,0.0021860179886801457
Benzene ... AcOH (OH-pi),1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-5.265199681329363,-0.5651996813293625,-0.12025525134667286
Benzene ... AcOH (OH-pi),1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.729845610178127,-0.02984561017812659,-0.006350129825133317
Benzene ... AcOH (OH-pi),1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.578662873771435,0.12133712622856496,0.025816409835864886
Benzene ... AcOH (OH-pi),1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.643381123060978,0.05661887693902212,0.012046569561494068
Benzene ... AcOH (OH-pi),1.0,PBE,-2.4772162655423347,2.2227837344576655,0.4729327094590777
Benzene ... AcOH (OH-pi),1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.610510648532118,-0.060510648532118516,-0.013299043633432641
Benzene ... AcOH (OH-pi),1.05,PBE+MBD(scs),-4.5908983512473736,-0.04089835124737373,-0.008988648625796425
Benzene ... AcOH (OH-pi),1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-5.102399680392604,-0.5523996803926039,-0.12140652316320966
Benzene ... AcOH (OH-pi),1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.626050330232995,-0.07605033023299512,-0.016714358292965963
Benzene ... AcOH (OH-pi),1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.50443080841664,0.04556919158336026,0.01001520694139786
Benzene ... AcOH (OH-pi),1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.546970184286787,0.0030298157132131465,0.0006658935633435487
Benzene ... AcOH (OH-pi),1.05,PBE,-2.6117095422973122,1.9382904577026876,0.4259979027917995
Benzene ... AcOH (OH-pi),1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.408092175042123,-0.15809217504212292,-0.037198158833440687
Benzene ... AcOH (OH-pi),1.1,PBE+MBD(scs),-4.333986187216174,-0.08398618721617357,-0.01976145581557025
Benzene ... AcOH (OH-pi),1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-4.781579329746074,-0.5315793297460738,-0.12507748935201737
Benzene ... AcOH (OH-pi),1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.361965097366418,-0.11196509736641769,-0.02634472879209828
Benzene ... AcOH (OH-pi),1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.265429928195936,-0.015429928195936249,-0.0036305713402202937
Benzene ... AcOH (OH-pi),1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.291399807954878,-0.0413998079548783,-0.009741131283500777
Benzene ... AcOH (OH-pi),1.1,PBE,-2.576435381083913,1.673564618916087,0.393779910333197
Benzene ... AcOH (OH-pi),1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.4863324331165755,-0.3563324331165756,-0.11384422783277176
Benzene ... AcOH (OH-pi),1.25,PBE+MBD(scs),-3.2634739567102344,-0.13347395671023454,-0.042643436648637234
Benzene ... AcOH (OH-pi),1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-3.5406494773134702,-0.41064947731347035,-0.13119791607459116
Benzene ... AcOH (OH-pi),1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.2685364247598794,-0.13853642475987948,-0.04426083858143115
