group,label,fragment,i_atom,species,hirsh_ratios,vv_ratios,alpha_0_free,alpha_0_vv_free,alpha_0_hirsh,alpha_0_rsscs,alpha_0_vv,alpha_0_vv[nm],alpha_0_vvcorr,C6_vv,C6_vv_nm,Rvdw_free,Rvdw_17_free,Rvdw_hirsh,Rvdw_vv17,Rvdw_vvcorr17,group
D,Benzene ... Cyclopentane,complex,15,H,0.61,0.4,4.5,5.78,2.74,1.88,2.28,2.28,1.78,2.3,2.3,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Cyclopentane,complex,16,C,0.79,0.65,12.0,11.96,9.51,9.13,7.8,7.75,7.82,29.33,29.14,3.59,3.57,3.32,3.35,3.35,D
D,Benzene ... Cyclopentane,complex,17,H,0.61,0.41,4.5,5.78,2.75,1.87,2.36,2.29,1.84,2.32,2.31,3.1,3.1,2.63,2.83,2.73,D
D,Benzene ... Cyclopentane,complex,18,H,0.62,0.41,4.5,5.78,2.8,1.81,2.37,2.37,1.85,2.39,2.39,3.1,3.1,2.65,2.83,2.73,D
D,Benzene ... Cyclopentane,complex,19,C,0.79,0.65,12.0,11.96,9.5,9.13,7.79,7.74,7.82,29.37,29.17,3.59,3.57,3.32,3.35,3.35,D
D,Benzene ... Cyclopentane,complex,20,H,0.61,0.41,4.5,5.78,2.76,1.84,2.39,2.31,1.86,2.34,2.33,3.1,3.1,2.64,2.83,2.73,D
D,Benzene ... Cyclopentane,complex,21,H,0.61,0.4,4.5,5.78,2.76,1.83,2.31,2.31,1.8,2.33,2.33,3.1,3.1,2.63,2.82,2.72,D
D,Benzene ... Cyclopentane,complex,22,C,0.79,0.65,12.0,11.96,9.51,9.12,7.78,7.75,7.81,29.32,29.14,3.59,3.57,3.32,3.35,3.35,D
D,Benzene ... Cyclopentane,complex,23,H,0.62,0.43,4.5,5.78,2.81,1.81,2.47,2.38,1.93,2.41,2.39,3.1,3.1,2.65,2.85,2.75,D
D,Benzene ... Cyclopentane,complex,24,H,0.61,0.4,4.5,5.78,2.74,1.87,2.29,2.29,1.78,2.31,2.31,3.1,3.1,2.63,2.81,2.72,D
D,Benzene ... Cyclopentane,complex,25,C,0.79,0.65,12.0,11.96,9.53,9.14,7.77,7.73,7.79,29.24,29.04,3.59,3.57,3.32,3.35,3.35,D
D,Benzene ... Cyclopentane,complex,26,H,0.61,0.4,4.5,5.78,2.74,1.87,2.29,2.28,1.78,2.3,2.3,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Cyclopentane,complex,27,H,0.62,0.41,4.5,5.78,2.81,1.81,2.38,2.38,1.85,2.4,2.4,3.1,3.1,2.65,2.83,2.73,D
D,Benzene ... Cyclopentane,fragment-1,1,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.71,30.56,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Cyclopentane,fragment-1,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Cyclopentane,fragment-1,3,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.71,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Cyclopentane,fragment-1,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Cyclopentane,fragment-1,5,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.7,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Cyclopentane,fragment-1,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Cyclopentane,fragment-1,7,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.1,8.16,30.7,30.56,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Cyclopentane,fragment-1,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Cyclopentane,fragment-1,9,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.71,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Cyclopentane,fragment-1,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Cyclopentane,fragment-1,11,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.71,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Cyclopentane,fragment-1,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Cyclopentane,fragment-2,1,C,0.79,0.65,12.0,11.96,9.52,9.13,7.76,7.73,7.78,29.22,29.03,3.59,3.57,3.32,3.35,3.35,D
D,Benzene ... Cyclopentane,fragment-2,2,H,0.62,0.41,4.5,5.78,2.81,1.8,2.38,2.37,1.85,2.39,2.39,3.1,3.1,2.65,2.83,2.73,D
D,Benzene ... Cyclopentane,fragment-2,3,H,0.61,0.39,4.5,5.78,2.74,1.88,2.28,2.28,1.78,2.3,2.3,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Cyclopentane,fragment-2,4,C,0.79,0.65,12.0,11.96,9.51,9.12,7.78,7.74,7.8,29.32,29.14,3.59,3.57,3.32,3.35,3.35,D
D,Benzene ... Cyclopentane,fragment-2,5,H,0.61,0.4,4.5,5.78,2.74,1.86,2.29,2.29,1.78,2.3,2.3,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Cyclopentane,fragment-2,6,H,0.62,0.41,4.5,5.78,2.8,1.81,2.37,2.37,1.84,2.39,2.39,3.1,3.1,2.65,2.83,2.73,D
D,Benzene ... Cyclopentane,fragment-2,7,C,0.79,0.65,12.0,11.96,9.49,9.13,7.77,7.74,7.8,29.35,29.16,3.59,3.57,3.32,3.35,3.35,D
D,Benzene ... Cyclopentane,fragment-2,8,H,0.61,0.4,4.5,5.78,2.76,1.83,2.31,2.31,1.8,2.33,2.33,3.1,3.1,2.63,2.82,2.72,D
D,Benzene ... Cyclopentane,fragment-2,9,H,0.61,0.4,4.5,5.78,2.76,1.83,2.31,2.31,1.8,2.33,2.33,3.1,3.1,2.63,2.82,2.72,D
D,Benzene ... Cyclopentane,fragment-2,10,C,0.79,0.65,12.0,11.96,9.51,9.12,7.77,7.74,7.8,29.31,29.13,3.59,3.57,3.32,3.35,3.35,D
D,Benzene ... Cyclopentane,fragment-2,11,H,0.62,0.41,4.5,5.78,2.8,1.8,2.37,2.37,1.85,2.39,2.39,3.1,3.1,2.65,2.83,2.73,D
D,Benzene ... Cyclopentane,fragment-2,12,H,0.61,0.4,4.5,5.78,2.74,1.87,2.28,2.28,1.78,2.3,2.3,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Cyclopentane,fragment-2,13,C,0.79,0.65,12.0,11.96,9.52,9.14,7.76,7.73,7.79,29.23,29.04,3.59,3.57,3.32,3.35,3.35,D
D,Benzene ... Cyclopentane,fragment-2,14,H,0.61,0.4,4.5,5.78,2.74,1.87,2.28,2.28,1.78,2.3,2.3,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Cyclopentane,fragment-2,15,H,0.62,0.41,4.5,5.78,2.81,1.81,2.38,2.38,1.85,2.4,2.39,3.1,3.1,2.65,2.83,2.73,D
D,Benzene ... Ethene,complex,1,C,0.81,0.69,12.0,11.96,9.77,8.81,8.24,8.11,8.27,30.71,30.57,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Ethene,complex,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,D
D,Benzene ... Ethene,complex,3,C,0.81,0.69,12.0,11.96,9.77,8.82,8.26,8.11,8.29,30.73,30.57,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Ethene,complex,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.75,2.2,2.2,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Ethene,complex,5,C,0.81,0.69,12.0,11.96,9.77,8.81,8.26,8.1,8.29,30.71,30.53,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Ethene,complex,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,D
D,Benzene ... Ethene,complex,7,C,0.81,0.69,12.0,11.96,9.77,8.81,8.24,8.11,8.27,30.71,30.57,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Ethene,complex,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,D
D,Benzene ... Ethene,complex,9,C,0.81,0.69,12.0,11.96,9.77,8.82,8.26,8.11,8.29,30.73,30.57,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Ethene,complex,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.75,2.2,2.2,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Ethene,complex,11,C,0.81,0.69,12.0,11.96,9.77,8.81,8.26,8.1,8.29,30.71,30.53,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Ethene,complex,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,D
D,Benzene ... Ethene,complex,13,C,0.78,0.7,12.0,11.96,9.39,9.48,8.4,8.25,8.43,31.77,31.72,3.59,3.57,3.31,3.39,3.39,D
D,Benzene ... Ethene,complex,14,H,0.6,0.39,4.5,5.78,2.72,2.05,2.25,2.22,1.75,2.2,2.2,3.1,3.1,2.62,2.81,2.71,D
D,Benzene ... Ethene,complex,15,H,0.6,0.39,4.5,5.78,2.72,2.05,2.25,2.22,1.76,2.2,2.2,3.1,3.1,2.62,2.81,2.71,D
D,Benzene ... Ethene,complex,16,C,0.78,0.7,12.0,11.96,9.39,9.48,8.4,8.25,8.43,31.77,31.72,3.59,3.57,3.31,3.39,3.39,D
D,Benzene ... Ethene,complex,17,H,0.6,0.39,4.5,5.78,2.72,2.05,2.25,2.22,1.76,2.2,2.2,3.1,3.1,2.62,2.81,2.71,D
D,Benzene ... Ethene,complex,18,H,0.6,0.39,4.5,5.78,2.72,2.05,2.25,2.22,1.75,2.2,2.2,3.1,3.1,2.62,2.81,2.71,D
D,Benzene ... Ethene,fragment-1,1,C,0.81,0.68,12.0,11.96,9.77,8.81,8.13,8.11,8.15,30.69,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Ethene,fragment-1,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Ethene,fragment-1,3,C,0.81,0.68,12.0,11.96,9.77,8.81,8.13,8.11,8.16,30.7,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Ethene,fragment-1,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Ethene,fragment-1,5,C,0.81,0.68,12.0,11.96,9.77,8.81,8.13,8.1,8.15,30.69,30.53,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Ethene,fragment-1,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Ethene,fragment-1,7,C,0.81,0.68,12.0,11.96,9.77,8.81,8.13,8.11,8.15,30.69,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Ethene,fragment-1,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Ethene,fragment-1,9,C,0.81,0.68,12.0,11.96,9.77,8.81,8.13,8.11,8.16,30.7,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Ethene,fragment-1,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Ethene,fragment-1,11,C,0.81,0.68,12.0,11.96,9.77,8.81,8.13,8.1,8.15,30.69,30.53,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Ethene,fragment-1,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Ethene,fragment-2,1,C,0.78,0.69,12.0,11.96,9.39,9.48,8.25,8.25,8.28,31.73,31.72,3.59,3.57,3.31,3.38,3.38,D
D,Benzene ... Ethene,fragment-2,2,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Benzene ... Ethene,fragment-2,3,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Benzene ... Ethene,fragment-2,4,C,0.78,0.69,12.0,11.96,9.39,9.48,8.25,8.25,8.28,31.73,31.72,3.59,3.57,3.31,3.38,3.38,D
D,Benzene ... Ethene,fragment-2,5,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Benzene ... Ethene,fragment-2,6,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),complex,1,C,0.81,0.68,12.0,11.96,9.77,8.82,8.17,8.11,8.19,30.75,30.59,3.59,3.57,3.35,3.37,3.38,D
D,Benzene ... MeNH2 (NH-pi),complex,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),complex,3,C,0.81,0.68,12.0,11.96,9.76,8.81,8.17,8.11,8.19,30.72,30.58,3.59,3.57,3.35,3.37,3.38,D
D,Benzene ... MeNH2 (NH-pi),complex,4,H,0.61,0.38,4.5,5.78,2.74,2.16,2.22,2.22,1.73,2.19,2.19,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),complex,5,C,0.81,0.68,12.0,11.96,9.76,8.81,8.18,8.11,8.21,30.73,30.58,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... MeNH2 (NH-pi),complex,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.22,1.73,2.19,2.19,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),complex,7,C,0.81,0.69,12.0,11.96,9.76,8.81,8.22,8.11,8.24,30.76,30.58,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... MeNH2 (NH-pi),complex,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,D
D,Benzene ... MeNH2 (NH-pi),complex,9,C,0.81,0.69,12.0,11.96,9.76,8.82,8.22,8.12,8.25,30.77,30.61,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... MeNH2 (NH-pi),complex,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... MeNH2 (NH-pi),complex,11,C,0.81,0.68,12.0,11.96,9.77,8.82,8.18,8.12,8.21,30.77,30.63,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... MeNH2 (NH-pi),complex,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,D
D,Benzene ... MeNH2 (NH-pi),complex,13,N,0.86,0.91,7.4,7.81,6.37,6.46,7.1,7.1,6.73,27.71,27.7,3.34,3.33,3.18,3.31,3.28,D
D,Benzene ... MeNH2 (NH-pi),complex,14,H,0.62,0.42,4.5,5.78,2.77,2.09,2.43,1.91,1.89,1.71,1.65,3.1,3.1,2.64,2.84,2.74,D
D,Benzene ... MeNH2 (NH-pi),complex,15,H,0.61,0.33,4.5,5.78,2.72,2.06,1.88,1.88,1.47,1.64,1.64,3.1,3.1,2.62,2.74,2.64,D
D,Benzene ... MeNH2 (NH-pi),complex,16,C,0.76,0.62,12.0,11.96,9.11,10.05,7.46,7.44,7.49,27.84,27.81,3.59,3.57,3.27,3.33,3.33,D
D,Benzene ... MeNH2 (NH-pi),complex,17,H,0.6,0.37,4.5,5.78,2.68,1.84,2.15,2.15,1.68,2.13,2.13,3.1,3.1,2.61,2.79,2.69,D
D,Benzene ... MeNH2 (NH-pi),complex,18,H,0.6,0.4,4.5,5.78,2.68,1.86,2.32,2.28,1.81,2.32,2.32,3.1,3.1,2.61,2.82,2.72,D
D,Benzene ... MeNH2 (NH-pi),complex,19,H,0.6,0.38,4.5,5.78,2.68,1.84,2.17,2.15,1.69,2.13,2.13,3.1,3.1,2.61,2.79,2.7,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,1,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.72,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,3,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.71,30.58,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,5,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.71,30.59,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,7,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.71,30.56,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,9,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.7,30.58,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,11,C,0.81,0.68,12.0,11.96,9.77,8.82,8.14,8.11,8.16,30.71,30.59,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... MeNH2 (NH-pi),fragment-1,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... MeNH2 (NH-pi),fragment-2,1,N,0.86,0.91,7.4,7.81,6.37,6.46,7.1,7.1,6.72,27.69,27.69,3.34,3.33,3.18,3.31,3.28,D
D,Benzene ... MeNH2 (NH-pi),fragment-2,2,H,0.6,0.33,4.5,5.78,2.72,2.05,1.88,1.88,1.46,1.64,1.64,3.1,3.1,2.62,2.74,2.64,D
D,Benzene ... MeNH2 (NH-pi),fragment-2,3,H,0.6,0.32,4.5,5.78,2.72,2.05,1.88,1.88,1.46,1.64,1.64,3.1,3.1,2.62,2.74,2.64,D
D,Benzene ... MeNH2 (NH-pi),fragment-2,4,C,0.76,0.62,12.0,11.96,9.1,10.04,7.43,7.43,7.45,27.8,27.79,3.59,3.57,3.27,3.33,3.33,D
D,Benzene ... MeNH2 (NH-pi),fragment-2,5,H,0.59,0.37,4.5,5.78,2.67,1.84,2.15,2.15,1.67,2.12,2.12,3.1,3.1,2.61,2.79,2.69,D
D,Benzene ... MeNH2 (NH-pi),fragment-2,6,H,0.59,0.39,4.5,5.78,2.67,1.85,2.27,2.27,1.77,2.31,2.31,3.1,3.1,2.61,2.81,2.71,D
D,Benzene ... MeNH2 (NH-pi),fragment-2,7,H,0.59,0.37,4.5,5.78,2.68,1.84,2.15,2.15,1.67,2.12,2.12,3.1,3.1,2.61,2.79,2.69,D
D,Benzene ... Neopentane,complex,1,C,0.81,0.69,12.0,11.96,9.77,8.82,8.28,8.11,8.3,30.78,30.58,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Neopentane,complex,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.25,2.23,1.76,2.2,2.2,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Neopentane,complex,3,C,0.81,0.69,12.0,11.96,9.77,8.81,8.25,8.11,8.28,30.76,30.59,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Neopentane,complex,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.25,2.23,1.75,2.2,2.2,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Neopentane,complex,5,C,0.81,0.69,12.0,11.96,9.77,8.81,8.22,8.11,8.25,30.74,30.59,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Neopentane,complex,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,D
D,Benzene ... Neopentane,complex,7,C,0.81,0.69,12.0,11.96,9.77,8.81,8.2,8.11,8.22,30.73,30.55,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Neopentane,complex,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.24,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,D
D,Benzene ... Neopentane,complex,9,C,0.81,0.69,12.0,11.96,9.77,8.81,8.21,8.11,8.24,30.74,30.57,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Neopentane,complex,10,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.74,2.2,2.2,3.1,3.1,2.63,2.8,2.71,D
D,Benzene ... Neopentane,complex,11,C,0.81,0.69,12.0,11.96,9.77,8.81,8.24,8.12,8.26,30.76,30.6,3.59,3.57,3.35,3.38,3.38,D
D,Benzene ... Neopentane,complex,12,H,0.61,0.39,4.5,5.78,2.74,2.16,2.25,2.23,1.75,2.2,2.2,3.1,3.1,2.63,2.81,2.71,D
D,Benzene ... Neopentane,complex,13,C,0.85,0.68,12.0,11.96,10.18,11.76,8.08,8.03,8.1,29.42,29.26,3.59,3.57,3.4,3.37,3.37,D
D,Benzene ... Neopentane,complex,14,C,0.79,0.69,12.0,11.96,9.43,8.95,8.2,8.17,8.23,31.06,30.95,3.59,3.57,3.31,3.38,3.38,D
D,Benzene ... Neopentane,complex,15,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Benzene ... Neopentane,complex,16,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Benzene ... Neopentane,complex,17,H,0.63,0.48,4.5,5.78,2.85,1.89,2.79,2.55,2.18,2.6,2.55,3.1,3.1,2.66,2.9,2.79,D
D,Benzene ... Neopentane,complex,18,C,0.79,0.69,12.0,11.96,9.43,8.96,8.2,8.17,8.23,31.07,30.96,3.59,3.57,3.31,3.38,3.38,D
D,Benzene ... Neopentane,complex,19,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Benzene ... Neopentane,complex,20,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Benzene ... Neopentane,complex,21,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Benzene ... Neopentane,complex,22,C,0.79,0.69,12.0,11.96,9.42,8.95,8.21,8.17,8.23,31.07,30.95,3.59,3.57,3.31,3.38,3.38,D
D,Benzene ... Neopentane,complex,23,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Benzene ... Neopentane,complex,24,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Benzene ... Neopentane,complex,25,H,0.63,0.56,4.5,5.78,2.86,1.9,3.26,2.55,2.54,2.61,2.55,3.1,3.1,2.66,2.96,2.86,D
D,Benzene ... Neopentane,complex,26,C,0.79,0.69,12.0,11.96,9.43,8.95,8.21,8.18,8.23,31.07,30.96,3.59,3.57,3.31,3.38,3.38,D
D,Benzene ... Neopentane,complex,27,H,0.63,0.49,4.5,5.78,2.85,1.89,2.81,2.55,2.19,2.6,2.55,3.1,3.1,2.66,2.9,2.8,D
D,Benzene ... Neopentane,complex,28,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Benzene ... Neopentane,complex,29,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Benzene ... Neopentane,fragment-1,1,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.1,8.16,30.71,30.56,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Neopentane,fragment-1,2,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Neopentane,fragment-1,3,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.71,30.57,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Neopentane,fragment-1,4,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Neopentane,fragment-1,5,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.7,30.58,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Neopentane,fragment-1,6,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Neopentane,fragment-1,7,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.1,8.16,30.7,30.55,3.59,3.57,3.35,3.37,3.37,D
D,Benzene ... Neopentane,fragment-1,8,H,0.61,0.39,4.5,5.78,2.74,2.16,2.23,2.23,1.73,2.2,2.2,3.1,3.1,2.63,2.8,2.7,D
D,Benzene ... Neopentane,fragment-1,9,C,0.81,0.68,12.0,11.96,9.77,8.82,8.13,8.11,8.16,30.7,30.57,3.59,3.57,3.35,3.37,3.37,D
